timestamp,latitude,longitude,altitude,heart_rate,power,cadence,speed,temperature,distance
2026-01-11T07:30:50.000Z,,,,,,,,,0
2026-01-11T07:30:52.000Z,,,,111,,,,,
2026-01-11T07:30:53.000Z,,,,108,,,,,
2026-01-11T07:30:54.000Z,,,,107,,,,,
2026-01-11T07:30:55.000Z,,,,108,,,,,
2026-01-11T07:30:56.000Z,,,,110,,,,,
2026-01-11T07:30:57.000Z,,,,112,,,,,
2026-01-11T07:30:58.000Z,,,0.011600000000000023,113,,,,27,
2026-01-11T07:30:59.000Z,,,0.011600000000000023,115,,,,27,
2026-01-11T07:31:00.000Z,38.80287668667734,26.968151684850454,0.011800000000000012,118,,254,,27,
2026-01-11T07:31:01.000Z,38.802899988368154,26.968173310160637,0.011800000000000012,121,,254,,27,0.003
2026-01-11T07:31:02.000Z,38.80292169749737,26.968204993754625,0.012,125,,196,2.16,27,0.006
2026-01-11T07:31:03.000Z,38.80293829366565,26.968240030109882,0.012,130,,93,2.16,27,0.01
2026-01-11T07:31:04.000Z,38.802956733852625,26.968274982646108,0.012200000000000046,134,,93,10.8,27,0.014
2026-01-11T07:31:05.000Z,38.802969977259636,26.968316724523902,0.012200000000000046,137,,93,10.8,27,0.017
2026-01-11T07:31:06.000Z,38.80298003554344,26.968358298763633,0.012200000000000046,141,,93,12.24,27,0.021
2026-01-11T07:31:07.000Z,38.80298674106598,26.9684049859643,0.012200000000000046,145,,93,12.24,27,0.025
2026-01-11T07:31:08.000Z,38.80299503915012,26.96844999678433,0.012200000000000046,147,,93,13.032,27,0.029
2026-01-11T07:31:09.000Z,38.80299998447299,26.968496683984995,0.012200000000000046,150,,93,13.032,27,0.033
2026-01-11T07:31:10.000Z,38.80299998447299,26.968544963747263,0.012200000000000046,152,,93,13.32,27,0.037
2026-01-11T07:31:11.000Z,38.80299998447299,26.968595003709197,0.012,155,,93,13.32,27,0.041
2026-01-11T07:31:12.000Z,38.80299998447299,26.9686449598521,0.012,156,,93,13.536,27,0.046
2026-01-11T07:31:13.000Z,38.803001660853624,26.968694999814034,0.012,158,,93,13.536,27,0.05
2026-01-11T07:31:14.000Z,38.803009958937764,26.96874998509884,0.012,159,,93,13.968,27,0.054
2026-01-11T07:31:15.000Z,38.80302831530571,26.968798264861107,0.012,160,,93,13.968,27,0.059000000000000004
2026-01-11T07:31:16.000Z,38.8030599988997,26.968833301216364,0.012200000000000046,162,,93,14.4,27,0.064
2026-01-11T07:31:17.000Z,38.80309327505529,26.968858279287815,0.012200000000000046,162,,93,14.4,27,0.068
2026-01-11T07:31:18.000Z,38.80312998779118,26.968870013952255,0.012200000000000046,164,,93,14.688,27,0.073
2026-01-11T07:31:19.000Z,38.803171729668975,26.968878312036395,0.012,163,,93,14.688,27,0.077
2026-01-11T07:31:20.000Z,38.8032117113471,26.968883341178298,0.012,165,,93,15.048,27,0.082
2026-01-11T07:31:21.000Z,38.80324834026396,26.968886693939567,0.012,165,,93,15.048,27,0.08600000000000001
2026-01-11T07:31:22.000Z,38.80328832194209,26.968889962881804,0.012,165,,93,15.336,27,0.09
2026-01-11T07:31:23.000Z,38.80332503467798,26.96889172308147,0.012,166,,93,15.336,27,0.095
2026-01-11T07:31:24.000Z,38.80336828529835,26.968893315643072,0.012,166,,93,15.48,27,0.099
2026-01-11T07:31:25.000Z,38.80340667441487,26.968886693939567,0.012,167,,93,15.48,27,0.10400000000000001
2026-01-11T07:31:26.000Z,38.803448332473636,26.96888828650117,0.012,167,,93,15.624,27,0.10400000000000001
2026-01-11T07:31:27.000Z,38.803484961390495,26.968893315643072,0.012,168,,93,15.624,27,0.113
2026-01-11T07:31:28.000Z,38.80351832136512,26.968921730294824,0.012,168,,93,15.768,27,0.117
2026-01-11T07:31:29.000Z,38.80354329943657,26.968966741114855,0.012,168,,93,15.768,27,0.121
2026-01-11T07:31:30.000Z,38.803556710481644,26.969016697257757,0.012,169,,93,16.272,27,0.126
2026-01-11T07:31:31.000Z,38.80356173962355,26.969068329781294,0.011800000000000012,169,,93,16.272,27,0.13
2026-01-11T07:31:32.000Z,38.80356668494642,26.96911996230483,0.011600000000000023,169,,93,16.344,27,0.135
2026-01-11T07:31:33.000Z,38.80356668494642,26.969173271209,0.011600000000000023,171,,93,16.344,27,0.139
2026-01-11T07:31:34.000Z,38.80356500856578,26.969226663932204,0.011600000000000023,172,,93,16.344,27,0.14400000000000002
2026-01-11T07:31:35.000Z,38.80356173962355,26.96927829645574,0.011600000000000023,172,,93,16.344,27,0.149
2026-01-11T07:31:36.000Z,38.80356173962355,26.969333281740546,0.011399999999999978,173,,93,16.344,27,0.153
2026-01-11T07:31:37.000Z,38.803558303043246,26.96938667446375,0.011399999999999978,174,,93,16.344,27,0.158
2026-01-11T07:31:38.000Z,38.80355503410101,26.96943998336792,0.011399999999999978,174,,93,16.56,27,0.163
2026-01-11T07:31:39.000Z,38.80355168133974,26.96949169971049,0.011399999999999978,174,,93,16.56,27,0.167
2026-01-11T07:31:40.000Z,38.803550004959106,26.96954500861466,0.011399999999999978,176,,93,16.488,27,0.17200000000000001
2026-01-11T07:31:41.000Z,38.80354673601687,26.96959831751883,0.011399999999999978,177,,93,16.488,27,0.176
2026-01-11T07:31:42.000Z,38.803550004959106,26.9696500338614,0.011399999999999978,177,,93,16.488,27,0.181
2026-01-11T07:31:43.000Z,38.80355168133974,26.96970669552684,0.011399999999999978,178,,93,16.488,27,0.185
2026-01-11T07:31:44.000Z,38.80355168133974,26.96976000443101,0.011399999999999978,178,,93,16.776,27,0.19
